shipment_id,supplier_id,port_id,ship_date,expected_delivery_date,actual_delivery_date,distance_km,transport_mode,traffic_level,weather_severity,port_congestion,supplier_risk,delayed,delay_hours
9442,34,20,2023-12-20,2024-01-02,2024-01-02,1710.05,truck,4,1,0.6133,0.0399,0,2.27
9443,1,18,2023-01-30,2023-03-15,2023-03-15,7444.89,ship,2,1,0.5772,0.2492,0,2.65
9444,36,11,2025-03-29,2025-04-23,2025-04-23,672.71,truck,4,0,0.3187,0.0168,0,3.94
9445,6,13,2023-05-30,2023-06-22,2023-06-27,1693.59,air,4,1,0.4136,0.3463,1,125.89
9446,39,12,2023-12-01,2024-02-14,2024-02-16,20000.0,ship,3,0,0.3137,0.2906,1,36.9
9447,12,20,2025-11-05,2025-12-07,2025-12-07,378.9,truck,2,1,0.5937,0.2771,0,2.05
9448,2,2,2024-10-05,2024-10-13,2024-10-14,347.01,truck,2,1,0.4072,0.3485,1,25.37
9449,30,20,2025-08-04,2025-08-21,2025-08-21,2921.65,air,1,0,0.5042,0.3611,0,1.83
9450,14,12,2023-03-09,2023-04-26,2023-04-28,7620.09,ship,3,0,0.2135,0.2082,1,45.31
9451,1,9,2023-07-23,2023-08-24,2023-08-24,3868.45,ship,2,1,0.8222,0.2492,0,1.83
9452,9,4,2024-10-28,2024-11-16,2024-11-16,1686.47,air,4,1,0.5819,0.1382,0,1.81
9453,34,11,2025-09-04,2025-09-15,2025-09-15,977.16,truck,2,1,0.34,0.0399,0,2.35
9454,44,15,2024-10-27,2024-11-12,2024-11-12,1623.9,truck,4,0,0.3974,0.0719,0,1.89
9455,14,5,2023-05-26,2023-07-01,2023-07-02,3440.8,ship,3,2,0.5286,0.2082,1,25.21
9456,33,9,2024-07-22,2024-08-04,2024-08-08,342.58,truck,5,1,0.7418,0.1674,1,89.11
9457,46,9,2023-02-12,2023-03-06,2023-03-06,1940.26,truck,2,0,0.5426,0.0911,0,2.28
9458,25,11,2024-06-30,2024-07-26,2024-07-28,328.44,truck,4,1,0.3841,0.3294,1,45.93
9459,41,5,2024-11-16,2024-12-04,2024-12-06,1714.81,truck,3,0,0.3671,0.5395,1,47.91
9460,43,18,2023-03-08,2023-04-16,2023-04-17,4287.26,ship,4,0,0.6004,0.1166,1,30.31
9461,37,16,2024-03-09,2024-04-13,2024-04-14,9062.53,air,4,1,0.6502,0.1502,1,25.07
9462,3,13,2023-11-18,2023-12-13,2023-12-13,1241.58,air,3,1,0.4079,0.2878,0,3.49
9463,13,5,2025-05-21,2025-06-24,2025-06-29,6986.1,ship,4,2,0.711,0.1757,1,114.68
9464,1,10,2024-09-30,2024-10-25,2024-10-25,5504.81,air,3,1,0.6263,0.2492,0,2.34
9465,4,6,2023-01-26,2023-03-04,2023-03-04,2221.43,ship,2,0,0.6599,0.2301,0,1.78
9466,7,4,2023-01-05,2023-01-28,2023-01-31,5131.14,air,4,0,0.6223,0.2727,1,71.09
9467,4,5,2024-07-03,2024-08-23,2024-08-25,6358.76,ship,2,1,0.5512,0.2301,1,36.45
9468,14,20,2025-04-12,2025-05-10,2025-05-16,369.87,truck,5,1,0.4153,0.2082,1,154.17
9469,1,18,2025-09-22,2025-10-14,2025-10-15,306.98,truck,5,1,0.5125,0.2492,1,15.58
9470,21,7,2023-05-14,2023-06-01,2023-06-01,1859.22,ship,1,1,0.1761,0.1211,0,2.2
9471,44,17,2024-03-21,2024-04-05,2024-04-05,2349.64,truck,5,0,0.3406,0.0719,0,1.57
9472,7,20,2023-04-02,2023-04-25,2023-04-26,5874.58,air,1,1,0.5671,0.2727,1,17.19
9473,13,5,2024-04-15,2024-04-27,2024-04-27,630.92,truck,3,1,0.5361,0.1757,1,8.48
9474,28,19,2024-04-20,2024-05-08,2024-05-09,344.0,truck,5,1,0.3106,0.183,1,26.56
9475,28,19,2025-02-19,2025-03-27,2025-03-29,7132.18,ship,3,2,0.3441,0.183,1,59.8
9476,32,1,2025-10-06,2025-11-01,2025-11-02,881.0,truck,1,0,0.8215,0.299,1,14.64
9477,24,13,2025-06-30,2025-07-27,2025-07-27,2434.89,ship,4,0,0.5656,0.0437,0,1.5
9478,26,6,2023-03-07,2023-03-25,2023-03-25,1018.61,truck,4,0,0.3896,0.1577,0,2.19
9479,2,10,2025-07-01,2025-07-25,2025-07-28,5007.83,ship,4,1,0.4889,0.3485,1,65.53
9480,21,4,2024-07-04,2024-07-15,2024-07-20,2681.49,air,5,1,0.5551,0.1211,1,119.7
9481,45,6,2024-12-12,2024-12-30,2024-12-30,6113.46,air,1,0,0.4378,0.1051,0,1.7
9482,37,11,2025-05-29,2025-07-01,2025-07-04,609.39,truck,2,1,0.5309,0.1502,1,60.76
9483,34,15,2025-09-17,2025-09-27,2025-09-27,2008.64,truck,2,1,0.5955,0.0399,0,2.07
9484,39,3,2023-06-30,2023-07-25,2023-07-25,12026.22,air,2,0,0.3756,0.2906,0,1.57
9485,25,10,2023-12-30,2024-01-26,2024-01-26,2896.08,truck,2,0,0.3585,0.3294,0,2.35
9486,15,10,2023-09-27,2023-10-26,2023-10-26,819.76,truck,1,1,0.5231,0.1012,0,1.84
9487,34,7,2024-04-18,2024-05-03,2024-05-03,1101.63,truck,1,0,0.3666,0.0399,0,3.02
9488,5,17,2024-12-07,2025-01-04,2025-01-07,1735.68,ship,5,0,0.4151,0.2606,1,70.22
9489,39,8,2024-07-14,2024-08-05,2024-08-05,1202.24,truck,3,2,0.475,0.2906,0,1.52
9490,18,17,2024-07-28,2024-08-07,2024-08-12,577.31,truck,3,2,0.2298,0.0465,1,115.97
9491,26,18,2023-11-10,2023-12-03,2023-12-13,2819.14,truck,5,2,0.3378,0.1577,1,243.12
9492,34,16,2024-12-08,2024-12-21,2024-12-21,8698.4,air,2,0,0.6099,0.0399,0,4.66
9493,43,16,2025-07-01,2025-07-31,2025-08-01,1735.99,truck,2,2,0.684,0.1166,1,30.68
9494,2,11,2024-03-25,2024-04-02,2024-04-02,308.65,truck,5,1,0.4651,0.3485,0,2.13
9495,35,5,2023-09-23,2023-10-20,2023-10-23,1084.35,truck,4,0,0.7166,0.4038,1,78.01
9496,19,13,2024-07-05,2024-07-22,2024-07-22,390.56,truck,3,0,0.4097,0.2562,0,1.0
9497,47,20,2023-02-04,2023-03-27,2023-03-29,8803.72,ship,5,2,0.5663,0.1768,1,56.9
9498,39,15,2025-08-08,2025-08-31,2025-09-07,546.39,truck,2,1,0.4399,0.2906,1,167.87
9499,24,5,2025-11-13,2025-12-03,2025-12-03,969.37,truck,1,0,0.4519,0.0437,0,3.15
9500,28,6,2025-08-10,2025-09-01,2025-09-01,2034.11,ship,2,0,0.4537,0.183,0,2.43
9501,30,20,2023-06-22,2023-07-12,2023-07-13,2557.5,truck,5,0,0.5621,0.3611,1,28.1
9502,43,3,2023-06-21,2023-07-30,2023-08-01,5401.73,ship,3,0,0.5021,0.1166,1,45.43
9503,23,5,2023-02-18,2023-03-17,2023-03-17,1755.35,truck,2,0,0.508,0.2281,0,3.8
9504,7,4,2025-06-12,2025-07-23,2025-07-23,6969.33,ship,4,1,0.4649,0.2727,0,3.64
9505,38,13,2023-03-09,2023-03-27,2023-03-27,804.18,truck,3,1,0.4964,0.1178,0,1.2
9506,26,8,2023-02-20,2023-03-14,2023-03-17,3419.95,air,5,1,0.7326,0.1577,1,82.36
9507,7,16,2025-07-19,2025-08-11,2025-08-12,1787.41,ship,1,0,0.6633,0.2727,1,17.13
9508,35,1,2025-03-16,2025-05-04,2025-05-05,9127.9,ship,2,0,0.5569,0.4038,1,35.06
9509,47,15,2023-12-23,2024-01-21,2024-01-21,1328.05,truck,2,1,0.5046,0.1768,0,2.13
9510,21,18,2024-05-02,2024-05-14,2024-05-19,462.17,truck,4,2,0.8005,0.1211,1,117.33
9511,23,15,2023-11-10,2023-12-12,2023-12-14,4334.16,ship,1,0,0.4822,0.2281,1,37.69
9512,23,14,2025-04-07,2025-05-01,2025-05-01,429.31,truck,3,1,0.2682,0.2281,0,1.71
9513,32,19,2025-08-02,2025-10-01,2025-10-03,12411.75,ship,5,1,0.4472,0.299,1,54.7
9514,25,8,2025-01-27,2025-03-09,2025-03-11,5937.43,ship,5,1,0.3032,0.3294,1,43.78
9515,14,7,2023-04-11,2023-05-26,2023-05-31,6095.8,ship,4,1,0.1223,0.2082,1,118.45
9516,8,8,2025-03-31,2025-05-01,2025-05-04,4985.72,ship,5,1,0.3863,0.1094,1,81.84
9517,10,6,2024-09-19,2024-10-19,2024-10-25,3048.38,ship,4,1,0.3275,0.335,1,150.62
9518,26,9,2025-02-01,2025-03-15,2025-03-15,7140.51,ship,1,0,0.5753,0.1577,0,1.95
9519,38,1,2024-08-08,2024-08-27,2024-08-29,1742.61,truck,5,1,0.5717,0.1178,1,57.09
9520,13,10,2025-10-10,2025-10-23,2025-10-24,314.34,truck,1,1,0.3619,0.1757,1,23.81
9521,37,13,2025-08-27,2025-09-27,2025-09-28,922.71,truck,4,0,0.4665,0.1502,1,31.87
9522,21,8,2024-05-02,2024-05-13,2024-05-13,1646.45,air,1,1,0.634,0.1211,0,1.84
9523,4,10,2023-05-12,2023-06-14,2023-06-19,392.8,truck,4,1,0.6954,0.2301,1,126.68
9524,11,20,2024-11-18,2024-12-05,2024-12-05,1900.11,truck,1,0,0.8307,0.163,0,0.86
9525,8,8,2023-09-27,2023-10-24,2023-10-24,1524.33,truck,1,0,0.4677,0.1094,0,2.28
9526,20,1,2025-07-03,2025-08-07,2025-08-07,2218.86,ship,2,1,0.5195,0.2853,0,2.88
9527,33,1,2023-07-15,2023-08-06,2023-08-08,20000.0,air,2,1,0.7584,0.1674,1,48.65
9528,37,14,2025-02-13,2025-04-27,2025-04-30,16549.84,ship,5,0,0.5446,0.1502,1,76.13
9529,19,16,2024-05-18,2024-06-09,2024-06-14,1988.1,truck,2,2,0.6852,0.2562,1,120.85
9530,25,12,2025-04-01,2025-06-07,2025-06-07,16139.21,ship,4,0,0.2215,0.3294,0,4.8
9531,1,9,2025-11-25,2025-12-17,2025-12-17,1301.66,truck,5,0,0.7313,0.2492,0,1.38
9532,41,8,2025-10-19,2025-11-09,2025-11-09,2215.12,ship,1,1,0.5892,0.5395,0,1.24
9533,10,2,2024-09-03,2024-09-29,2024-09-29,9579.15,air,2,1,0.1945,0.335,0,2.53
9534,41,1,2025-10-07,2025-10-30,2025-11-02,2304.08,truck,5,1,0.812,0.5395,1,77.19
9535,13,12,2025-10-26,2025-11-11,2025-11-11,621.21,truck,5,0,0.4529,0.1757,0,1.3
9536,8,15,2025-01-07,2025-02-02,2025-02-02,1989.14,truck,4,0,0.6349,0.1094,0,1.62
9537,28,7,2024-02-29,2024-03-17,2024-03-17,5664.49,air,2,1,0.2069,0.183,0,1.63
9538,3,1,2025-06-03,2025-07-29,2025-07-31,9984.96,ship,1,1,0.6767,0.2878,1,54.05
9539,15,17,2024-06-07,2024-07-07,2024-07-09,889.28,truck,4,1,0.2423,0.1012,1,57.08
9540,15,15,2025-08-23,2025-09-23,2025-09-25,933.1,truck,5,1,0.3793,0.1012,1,55.99
9541,24,5,2025-09-05,2025-09-23,2025-09-23,858.28,truck,1,1,0.4183,0.0437,0,1.96
9542,27,14,2023-03-30,2023-04-26,2023-04-26,3802.37,truck,3,1,0.2539,0.1179,0,1.46
9543,35,11,2024-01-17,2024-02-12,2024-02-12,749.97,truck,3,0,0.3722,0.4038,0,2.9
9544,16,6,2024-08-17,2024-11-02,2024-11-02,17686.43,ship,5,0,0.2867,0.3266,1,10.24
9545,12,13,2025-09-14,2025-10-16,2025-10-18,387.12,truck,2,1,0.3119,0.2771,1,43.97
9546,3,4,2024-02-28,2024-03-26,2024-03-28,1079.12,truck,5,1,0.5944,0.2878,1,47.49
9547,43,17,2025-04-05,2025-04-29,2025-05-03,522.89,truck,5,1,0.2974,0.1166,1,97.1
9548,27,11,2023-05-05,2023-07-05,2023-07-07,14822.01,ship,2,1,0.6141,0.1179,1,59.99
9549,26,16,2024-02-12,2024-03-10,2024-03-10,9264.13,air,1,0,0.3532,0.1577,0,1.13
9550,25,7,2024-01-10,2024-02-05,2024-02-07,2693.47,air,5,3,0.3718,0.3294,1,57.2
9551,25,8,2025-03-11,2025-04-05,2025-04-06,2627.04,air,4,0,0.3634,0.3294,1,33.06
9552,37,16,2024-08-03,2024-09-05,2024-09-05,1024.12,truck,3,1,0.6069,0.1502,0,4.7
9553,34,16,2023-08-16,2023-08-26,2023-08-29,1323.4,truck,5,1,0.4245,0.0399,1,76.55
9554,13,5,2023-05-16,2023-06-03,2023-06-03,674.32,truck,2,1,0.286,0.1757,0,2.93
9555,10,3,2025-10-09,2025-12-14,2025-12-15,15510.3,ship,2,0,0.5038,0.335,1,15.89
9556,4,19,2023-03-05,2023-04-08,2023-04-12,3275.04,air,5,1,0.3918,0.2301,1,107.45
9557,44,10,2023-02-14,2023-03-19,2023-03-19,7718.02,ship,4,1,0.47,0.0719,0,2.53
9558,35,2,2024-08-15,2024-09-24,2024-09-24,5209.56,ship,1,1,0.1675,0.4038,0,3.38
9559,44,11,2023-07-14,2023-07-28,2023-07-29,634.62,truck,4,2,0.4128,0.0719,1,26.18
9560,35,5,2023-05-20,2023-06-23,2023-06-26,18027.01,air,5,2,0.4443,0.4038,1,67.73
9561,27,11,2025-05-27,2025-06-20,2025-06-20,802.54,truck,5,0,0.365,0.1179,0,1.6
9562,1,10,2023-12-27,2024-02-02,2024-02-02,5705.03,ship,1,0,0.4501,0.2492,0,1.56
9563,42,14,2024-09-16,2024-10-19,2024-10-22,7433.62,ship,5,0,0.6168,0.2372,1,68.1
9564,20,10,2023-11-22,2024-02-05,2024-02-06,16286.59,ship,3,0,0.3046,0.2853,1,34.1
9565,8,4,2023-11-13,2023-12-07,2023-12-07,1484.76,truck,2,1,0.81,0.1094,0,3.65
9566,13,18,2023-02-02,2023-02-20,2023-02-20,1265.18,truck,3,0,0.4709,0.1757,0,1.96
9567,24,16,2025-07-22,2025-08-12,2025-08-14,408.84,truck,2,1,0.7904,0.0437,1,38.3
9568,50,1,2023-01-20,2023-02-10,2023-02-10,1180.65,truck,1,0,0.6144,0.1476,0,3.05
9569,22,19,2024-10-30,2024-11-17,2024-11-17,7628.62,air,5,0,0.4437,0.1904,0,1.48
9570,29,16,2023-04-30,2023-05-19,2023-05-19,401.59,truck,1,1,0.7614,0.223,0,2.6
9571,1,14,2024-09-18,2024-10-13,2024-10-13,372.11,truck,4,0,0.4525,0.2492,0,2.94
9572,10,4,2023-12-25,2024-02-24,2024-02-25,14256.78,ship,3,0,0.6455,0.335,1,34.68
9573,31,11,2025-04-17,2025-05-12,2025-05-17,2115.95,ship,2,0,0.3747,0.2757,1,111.55
9574,30,5,2025-10-06,2025-12-05,2025-12-11,15120.8,ship,2,0,0.6273,0.3611,1,146.64
9575,36,14,2025-09-27,2025-12-12,2025-12-15,20000.0,ship,5,1,0.2115,0.0168,1,75.34
9576,9,2,2024-05-01,2024-05-24,2024-05-24,7945.53,air,5,1,0.4218,0.1382,0,1.71
9577,4,16,2024-04-05,2024-05-08,2024-05-08,3635.44,air,3,0,0.4996,0.2301,0,4.8
9578,31,14,2025-10-07,2025-10-26,2025-10-27,1637.14,truck,4,1,0.3457,0.2757,1,19.29
9579,50,18,2025-06-28,2025-08-02,2025-08-03,6336.08,ship,5,0,0.4315,0.1476,1,35.47
9580,45,9,2023-07-31,2023-08-13,2023-08-14,468.85,truck,2,1,0.8357,0.1051,1,29.37
9581,33,6,2024-04-06,2024-04-19,2024-04-19,758.22,truck,4,0,0.5617,0.1674,0,2.11
9582,27,6,2023-06-30,2023-07-23,2023-07-23,740.12,truck,2,1,0.5233,0.1179,0,3.87
9583,7,15,2023-09-08,2023-10-04,2023-10-05,2085.96,truck,2,1,0.543,0.2727,1,35.79
9584,27,17,2024-01-11,2024-02-06,2024-02-06,1946.17,truck,5,0,0.452,0.1179,0,2.53
9585,25,15,2024-05-12,2024-06-04,2024-06-04,937.05,truck,2,2,0.3815,0.3294,0,1.63
9586,2,19,2023-07-14,2023-07-23,2023-07-24,492.69,truck,5,0,0.3416,0.3485,1,30.75
9587,45,2,2023-09-02,2023-09-21,2023-09-24,10472.47,air,1,2,0.3462,0.1051,1,83.37
9588,32,11,2025-08-11,2025-09-06,2025-09-11,404.31,truck,3,1,0.3699,0.299,1,109.71
9589,22,20,2023-05-27,2023-06-11,2023-06-11,4031.03,air,3,0,0.661,0.1904,0,4.29
9590,4,17,2025-11-04,2025-12-06,2025-12-10,2501.78,air,2,0,0.3642,0.2301,1,89.04
9591,17,2,2024-06-09,2024-07-21,2024-07-22,1768.75,truck,3,1,0.2941,0.1135,1,25.22
9592,29,2,2024-04-23,2024-05-20,2024-05-25,2569.1,truck,4,2,0.6006,0.223,1,115.45
9593,48,11,2024-06-28,2024-07-14,2024-07-17,628.91,truck,2,2,0.3761,0.5295,1,63.48
9594,29,14,2024-01-09,2024-02-03,2024-02-03,2178.58,ship,1,0,0.4817,0.223,0,2.06
9595,17,16,2025-04-13,2025-06-10,2025-06-10,6706.42,ship,2,0,0.4082,0.1135,0,1.54
9596,14,10,2023-01-12,2023-02-07,2023-02-07,712.37,truck,4,0,0.4313,0.2082,0,1.84
9597,10,17,2023-10-12,2023-11-04,2023-11-04,472.35,truck,1,0,0.2944,0.335,0,1.78
9598,48,15,2023-10-17,2023-11-25,2023-11-27,8008.87,ship,1,1,0.5792,0.5295,1,42.52
9599,38,12,2025-04-15,2025-05-02,2025-05-03,1665.98,truck,3,2,0.1124,0.1178,1,33.76
9600,9,3,2023-08-29,2023-11-14,2023-11-15,20000.0,ship,5,1,0.6004,0.1382,1,35.12
9601,35,5,2023-09-05,2023-10-07,2023-10-09,2245.06,ship,1,1,0.5633,0.4038,1,46.6
9602,16,19,2023-12-17,2024-01-14,2024-01-15,1331.31,truck,1,2,0.0946,0.3266,1,15.46
9603,20,20,2023-02-24,2023-03-27,2023-03-27,620.93,truck,2,0,0.5959,0.2853,0,1.88
9604,43,18,2023-12-02,2023-12-29,2023-12-30,1165.72,truck,3,0,0.615,0.1166,1,14.59
9605,38,5,2024-12-24,2025-01-18,2025-01-20,3208.76,ship,2,0,0.6389,0.1178,1,39.54
9606,48,8,2025-09-05,2025-09-22,2025-09-22,476.34,truck,3,1,0.3493,0.5295,0,1.65
9607,33,17,2024-07-10,2024-08-29,2024-08-29,13085.08,ship,1,2,0.3263,0.1674,0,2.98
9608,47,3,2024-03-21,2024-06-13,2024-06-13,20000.0,ship,5,1,0.7141,0.1768,0,2.36
9609,7,7,2024-02-20,2024-04-02,2024-04-02,7311.91,ship,2,1,0.0705,0.2727,0,2.67
9610,40,7,2025-07-08,2025-07-28,2025-07-31,670.44,truck,1,1,0.269,0.1206,1,70.84
9611,24,18,2024-10-21,2024-11-30,2024-11-30,7337.94,ship,4,0,0.6065,0.0437,0,2.49
9612,7,16,2025-04-05,2025-05-25,2025-05-27,10011.03,ship,4,0,0.4469,0.2727,1,54.66
9613,30,7,2024-01-01,2024-01-18,2024-01-18,983.27,truck,3,1,0.3506,0.3611,0,2.45
9614,2,2,2025-03-10,2025-03-23,2025-03-23,1517.89,air,1,1,0.379,0.3485,0,4.07
9615,29,18,2023-02-15,2023-03-10,2023-03-10,1153.4,truck,3,0,0.4658,0.223,0,2.2
9616,20,10,2024-06-03,2024-07-05,2024-07-07,713.34,truck,2,1,0.7095,0.2853,1,38.97
9617,45,7,2024-06-19,2024-08-10,2024-08-10,13618.81,ship,4,0,0.2103,0.1051,0,2.35
9618,38,2,2023-01-02,2023-01-22,2023-01-23,1879.96,ship,4,0,0.329,0.1178,1,27.51
9619,33,15,2023-03-09,2023-03-24,2023-03-24,4489.54,air,4,1,0.2937,0.1674,0,4.19
9620,50,16,2023-05-05,2023-05-24,2023-05-29,2833.1,air,1,1,0.5507,0.1476,1,125.05
9621,24,17,2025-07-27,2025-08-18,2025-08-18,817.31,truck,3,1,0.4339,0.0437,0,3.1
9622,42,1,2024-02-05,2024-02-20,2024-02-20,321.0,truck,2,0,0.5583,0.2372,0,3.38
9623,23,15,2025-11-15,2025-12-08,2025-12-08,688.54,truck,1,0,0.4202,0.2281,0,2.71
9624,45,14,2025-11-30,2025-12-27,2025-12-28,5313.67,ship,1,0,0.2436,0.1051,1,24.14
9625,36,4,2024-11-24,2025-01-10,2025-01-11,8505.53,ship,3,0,0.6634,0.0168,1,32.69
9626,20,7,2023-01-25,2023-02-22,2023-02-22,479.06,truck,1,0,0.3305,0.2853,0,1.68
9627,9,7,2025-05-08,2025-05-27,2025-05-27,4415.68,air,1,1,0.1464,0.1382,0,5.42
9628,14,19,2024-08-05,2024-09-11,2024-09-15,4188.85,ship,5,1,0.326,0.2082,1,98.7
9629,42,16,2025-10-12,2025-10-28,2025-10-29,1645.32,truck,2,1,0.3848,0.2372,1,18.26
9630,23,6,2024-01-16,2024-02-10,2024-02-10,1082.16,truck,4,0,0.5648,0.2281,0,4.32
9631,29,8,2024-02-22,2024-03-28,2024-03-28,5461.56,ship,3,0,0.1735,0.223,0,1.11
9632,23,11,2024-12-19,2025-02-06,2025-02-06,8948.04,ship,1,1,0.4481,0.2281,0,1.39
9633,14,7,2024-03-04,2024-04-01,2024-04-01,7055.44,air,1,1,0.2914,0.2082,0,3.32
9634,31,12,2025-10-28,2025-11-17,2025-11-17,595.06,truck,5,0,0.3793,0.2757,0,0.98
9635,11,17,2024-06-11,2024-06-26,2024-06-28,1391.54,truck,5,1,0.3543,0.163,1,49.94
9636,2,17,2024-12-06,2024-12-18,2024-12-18,401.15,truck,3,0,0.4385,0.3485,0,2.92
9637,39,1,2024-01-03,2024-02-10,2024-02-12,6648.05,ship,4,0,0.7264,0.2906,1,46.61
9638,29,17,2023-05-29,2023-07-30,2023-07-31,14474.8,ship,4,1,0.2402,0.223,1,22.36
9639,48,10,2024-12-12,2025-01-02,2025-01-03,515.68,truck,5,0,0.3774,0.5295,1,23.47
9640,8,8,2023-07-30,2023-08-24,2023-08-24,1869.81,truck,3,0,0.4713,0.1094,0,2.2
9641,1,1,2024-08-14,2024-09-16,2024-09-19,3757.12,ship,2,1,0.6879,0.2492,1,81.57
9642,6,1,2025-02-26,2025-03-31,2025-04-02,2284.34,ship,5,0,0.7006,0.3463,1,38.07
9643,33,8,2024-12-01,2024-12-18,2024-12-18,7899.67,air,4,0,0.3061,0.1674,0,2.71
9644,24,15,2024-05-05,2024-05-25,2024-05-26,916.12,truck,2,1,0.5725,0.0437,1,21.55
9645,6,20,2025-03-31,2025-04-25,2025-04-25,1865.7,air,4,0,0.5077,0.3463,0,2.44
9646,29,17,2024-10-22,2025-01-01,2025-01-01,17052.7,ship,1,1,0.4371,0.223,0,1.93
9647,4,18,2024-07-09,2024-08-18,2024-08-19,2491.49,ship,4,1,0.3427,0.2301,1,28.12
9648,35,14,2023-07-12,2023-08-06,2023-08-14,6884.45,air,4,2,0.3002,0.4038,1,201.63
9649,7,5,2025-09-13,2025-10-05,2025-10-06,425.75,truck,2,0,0.5292,0.2727,1,12.7
9650,17,7,2023-07-09,2023-08-19,2023-08-19,1366.73,truck,4,1,0.1543,0.1135,0,2.73
9651,44,1,2023-06-19,2023-07-01,2023-07-02,680.06,truck,3,1,0.5475,0.0719,1,16.41
9652,47,18,2025-10-27,2025-12-16,2025-12-16,8832.1,ship,1,1,0.7362,0.1768,0,4.16
9653,43,9,2024-05-30,2024-06-24,2024-06-26,740.07,truck,2,1,0.7393,0.1166,1,47.61
9654,4,20,2023-09-20,2023-10-22,2023-10-22,879.94,truck,1,0,0.6315,0.2301,0,2.0
9655,40,9,2023-08-03,2023-08-27,2023-08-31,1120.36,truck,1,2,0.8045,0.1206,1,85.74
9656,48,8,2023-12-15,2024-01-04,2024-01-04,4699.49,air,5,0,0.2092,0.5295,0,2.12
9657,27,15,2024-07-13,2024-08-06,2024-08-09,1628.06,truck,2,2,0.5092,0.1179,1,70.04
9658,36,14,2023-12-17,2024-01-07,2024-01-07,829.14,truck,1,0,0.4001,0.0168,0,2.9
9659,8,7,2024-09-19,2024-10-12,2024-10-12,661.7,truck,4,1,0.6348,0.1094,0,1.66
9660,20,14,2023-10-18,2023-11-24,2023-11-24,3047.66,ship,2,0,0.3112,0.2853,0,2.45
9661,16,17,2023-02-28,2023-04-05,2023-04-10,4003.91,ship,2,0,0.1116,0.3266,1,125.75
9662,40,5,2025-09-26,2025-10-18,2025-10-18,434.3,truck,4,1,0.27,0.1206,0,2.36
9663,2,6,2023-05-09,2023-05-30,2023-05-31,3920.94,ship,4,0,0.4645,0.3485,1,35.0
9664,28,8,2023-02-21,2023-03-15,2023-03-15,2241.63,ship,4,0,0.7092,0.183,0,1.2
9665,31,15,2023-04-19,2023-06-17,2023-06-22,15446.91,ship,5,1,0.6841,0.2757,1,109.79
9666,36,17,2023-10-01,2023-11-11,2023-11-11,6522.69,ship,1,0,0.0029,0.0168,0,1.93
9667,8,13,2025-01-26,2025-02-27,2025-02-27,20000.0,air,1,1,0.215,0.1094,0,2.37
9668,4,14,2023-03-02,2023-04-02,2023-04-02,576.87,truck,2,0,0.3222,0.2301,0,1.38
9669,14,18,2023-04-16,2023-06-02,2023-06-05,7426.37,ship,1,1,0.6502,0.2082,1,62.2
9670,18,18,2024-10-05,2024-10-16,2024-10-19,554.74,truck,5,1,0.6671,0.0465,1,76.5
9671,32,7,2025-07-07,2025-08-01,2025-08-01,805.31,truck,1,0,0.296,0.299,0,3.02
9672,17,20,2023-04-08,2023-05-22,2023-05-25,2026.41,ship,3,1,0.5063,0.1135,1,72.29
9673,27,15,2024-12-14,2025-01-06,2025-01-07,1739.4,ship,4,0,0.527,0.1179,1,27.46
9674,29,9,2023-11-08,2023-12-08,2023-12-08,3261.72,ship,4,0,0.5345,0.223,0,1.85
9675,9,7,2024-04-04,2024-06-14,2024-06-17,18583.75,ship,5,1,0.25,0.1382,1,73.4
9676,38,15,2025-10-11,2025-10-28,2025-10-28,6582.88,air,3,1,0.4385,0.1178,0,3.92
9677,49,6,2023-10-29,2023-11-14,2023-11-15,800.36,truck,5,0,0.4565,0.0836,1,27.19
9678,10,19,2023-05-28,2023-07-01,2023-07-01,5083.86,ship,1,1,0.155,0.335,0,2.24
9679,41,3,2023-12-29,2024-01-16,2024-01-19,5015.79,air,2,2,0.548,0.5395,1,72.48
9680,38,18,2024-08-12,2024-09-19,2024-09-20,8488.48,ship,2,1,0.5797,0.1178,1,25.2
9681,37,10,2024-09-06,2024-10-12,2024-10-13,2437.15,ship,2,1,0.447,0.1502,1,34.7
9682,31,11,2023-06-30,2023-07-19,2023-07-19,683.41,truck,5,1,0.4362,0.2757,0,2.13
9683,47,11,2023-08-28,2023-09-26,2023-09-28,581.95,truck,3,2,0.7021,0.1768,1,44.39
9684,34,8,2023-04-02,2023-04-14,2023-04-15,2303.66,truck,4,0,0.3796,0.0399,1,32.32
9685,32,9,2025-11-17,2026-02-02,2026-02-05,19068.74,ship,1,1,0.7362,0.299,1,67.84
9686,21,19,2023-04-26,2023-05-09,2023-05-09,384.47,truck,2,0,0.1964,0.1211,0,2.21
9687,33,13,2025-11-05,2025-11-17,2025-11-19,1409.41,truck,3,1,0.7911,0.1674,1,52.27
9688,9,19,2025-08-27,2025-09-14,2025-09-14,928.33,truck,3,1,0.4231,0.1382,0,5.38
9689,10,3,2024-11-23,2024-12-17,2024-12-19,644.29,truck,4,2,0.5294,0.335,1,44.55
9690,23,19,2023-10-16,2023-11-16,2023-11-16,2789.39,ship,1,1,0.0764,0.2281,0,1.1
9691,47,16,2025-07-17,2025-10-09,2025-10-09,20000.0,ship,2,1,0.7494,0.1768,0,1.66
9692,16,13,2025-02-02,2025-04-16,2025-04-16,15835.04,ship,4,1,0.1266,0.3266,0,1.19
